OID_,MapTaxlot,instName,Shape_Length,Shape_Area
6712,61021DC02700,Seaside,300.000861909072398,4999.453865464920455
6713,61021DC02701,Seaside,300.000861918791600,4999.453865603471058
6714,61021DC02702,Seaside,299.999619175253031,4999.398399781441185
6715,61021DC02800,Seaside,250.004132590499466,2499.905102536589311
6716,61021DC02900,Seaside,481.769172096153795,13547.960834348630669
6717,61021DC03000,Seaside,311.821470934011757,5294.790859007249310
6718,61021DC03100,Seaside,311.304562340580219,5281.915428937692923
6719,61021DC03200,Seaside,310.783872845218752,5268.879748969598040
6720,61021DC03300,Seaside,310.264421151141164,5255.878603284358178
6721,61021DC03400,Seaside,310.000534824498516,5249.424939640467528
6722,61021DC03500,Seaside,309.999273164486738,5249.385889561332988
6723,61021DC03600,Seaside,409.999737019228689,10498.746382858029392
6724,61021DC03700,Seaside,310.001147640630904,5499.413524823722582
6725,61021DC03800,Seaside,279.999591605282831,3999.502992293275383
6726,61021DC03900,Seaside,320.000791694078998,5999.347686071026146
6727,61021DC04000,Seaside,310.000466513258061,5499.388390272782090
6728,61021DC04100,Seaside,310.000534822809868,5249.410369935905692
6729,61021DC04200,Seaside,309.999944369909770,5249.375655402728626
6730,61021DC04300,Seaside,309.508417112105462,5236.210357518690216
6731,61021DC04301,Seaside,310.001187081433216,5249.433513019982456
6732,61021DC04600,Seaside,300.000228599493198,4999.427425840264732
6733,61021DC04700,Seaside,300.000861898050346,4999.422683866025181
6734,61021DC04800,Seaside,300.000822473411858,4999.453504489229090
6735,61021DC04900,Seaside,300.000160256950437,4999.444814422897252
6736,61021DC05000,Seaside,299.997655908931790,4999.350778151576378
6737,61021DC05001,Seaside,299.998917576327472,4999.405656892258776
6738,61021DC05100,Seaside,300.001524105108501,4999.501352199707981
6739,61021DC05200,Seaside,299.998966966369608,4999.389102472221566
6740,61021DC05400,Seaside,578.981537976604841,17336.287524808343733
6741,61021DC05500,Seaside,300.000822473411802,4999.453504489229090
6742,61021DC05600,Seaside,1134.440474661522330,43950.184448379310197
6743,61021DC05700,Seaside,371.575277973039647,8613.148157917143180
6744,61021DC05800,Seaside,370.709205232934835,8574.823969428067358
6745,61021DC05900,Seaside,349.721936047915506,7487.232068483028343
6746,61021DC06000,Seaside,349.852620508186703,7493.562163026538656
6747,61021DC06100,Seaside,350.367629069911857,7512.728370277612157
6748,61021DC06200,Seaside,351.040025243626985,7536.839611237080135
6749,61021DC06300,Seaside,351.559915222534983,7558.212446342835392
6750,61021DC06400,Seaside,376.387304107656576,9236.610806804739696
6751,61021DC06500,Seaside,349.999529952345995,7498.713330743536972
6752,61021DC06600,Seaside,390.000146519573264,8998.469840499954444
6753,61021DC06700,Seaside,374.000949907811446,8698.545433853983923
6754,61021DC06800,Seaside,465.344094487147800,11182.012674239171247
6755,61021DC06900,Seaside,493.134836040187395,12227.551358957303819
6756,61021DC07000,Seaside,514.386285646270267,13149.107545975968605
6757,61021DC07100,Seaside,452.204330515613151,10434.052476218279480
6758,61021DC07101,Seaside,350.235962028461529,7504.981513007242938
6759,61021DC07102,Seaside,364.662757718905766,7735.894782225995186
6760,61021DC07103,Seaside,364.233054064821374,8206.494082900246212
6761,61021DC07104,Seaside,390.368513616233031,9031.609290914177109
6762,61021DC07105,Seaside,379.214130568534870,8963.619891349208046
6763,61021DC07107,Seaside,349.390341963395599,7476.324470756106166
6764,61021DC07108,Seaside,309.599788445514776,5488.996230642389492
6765,61021DC07109,Seaside,307.813367824928491,5395.785596754009021
6766,61021DC07110,Seaside,307.991590176111913,5400.620564887998626
6767,61021DC07111,Seaside,307.808672562403615,5375.337902475882402
6768,61021DC07112,Seaside,296.977790000769005,5102.546374492197174
6769,61021DC07113,Seaside,296.977063782154460,5102.512712719670162
6770,61021DC07114,Seaside,296.976959871183681,5102.521590954799649
6771,61021DC07115,Seaside,296.979958279305890,5102.640477932543035
6772,61021DC07116,Seaside,296.979194391273779,5102.599560042422127
6773,61021DC07117,Seaside,296.859301607957264,5097.158068708351493
6774,61021DC07119,Seaside,340.743077146007749,6436.814656717007892
6775,61021DC07200,Seaside,640.000674473899267,21996.355017664878687
6779,61021DD00100,Seaside,646.654416557508398,16856.167722838254122
6780,61021DD00200,Seaside,744.950202394239454,33023.772731650184141
6781,61021DD00300,Seaside,630.753141354156014,22804.861096347874991
6782,61021DD00400,Seaside,599.999935500415859,19999.995699216298817
6783,61021DD00500,Seaside,799.999914027288355,39999.991400809369225
6784,61021DD00600,Seaside,599.999935514833737,19999.995699564846291
6785,61021DD00700,Seaside,799.999914027288355,39999.991400833154330
6786,61021DD00800,Seaside,499.999671197231748,14999.983648568990247
6787,61021DD00900,Seaside,300.000602295493309,5000.028405499371729
6788,61021DD00901,Seaside,300.001569363250269,5000.051771914883830
6789,61021DD00902,Seaside,499.999671198527494,14999.983648568990247
6790,61021DD01000,Seaside,300.000602309903684,5000.028406051831553
6791,61021DD10000,Seaside,309.778149338822061,5323.713221290950969
6792,61021DD10100,Seaside,420.838578270754169,10963.364906518952921
6793,61021DD10200,Seaside,490.061013276563301,14533.569770440868524
6794,61021DD10301,Seaside,727.964054049390597,24881.918378946826124
6795,61021DD10302,Seaside,476.585551788526573,6216.348719783155502
6796,61021DD10304,Seaside,270.318100121857753,3119.363721665440607
6797,61021DD10306,Seaside,269.374926805319319,3109.654247902813950
6798,61021DD10307,Seaside,113.520715303945877,770.423059623473705
6799,61021DD10308,Seaside,269.352051539903357,3106.466488286680487
6800,61021DD10309,Seaside,269.612599804186289,3107.265814931292425
6801,61021DD10310,Seaside,270.364389029809274,3119.582148802781830
6802,61021DD10312,Seaside,271.027950644245266,3127.252043903876256
6803,61021DD10315,Seaside,331.534645132260948,4040.496440329045072
6804,61021DD10316,Seaside,476.584908369081290,6216.310679675136271
6805,61021DD01100,Seaside,299.998603343102218,4999.928457664985217
6806,61021DD01200,Seaside,299.999570409882608,5000.001797813609301
6807,61021DD01300,Seaside,300.000602309903684,5000.028406051831553
6808,61021DD01400,Seaside,400.000136761595968,9999.956458169570396
6809,61021DD01600,Seaside,561.295194328960861,17823.902507780232554
6810,61021DD01800,Seaside,348.010100279150890,7176.240079280049940
6811,61021DD01801,Seaside,300.000602295493138,5000.028404958979991
6812,61021DD01900,Seaside,299.999570423655769,4999.951824444935482
6813,61021DD02000,Seaside,480.002201956727333,14000.100496887342160
6814,61021DD02100,Seaside,279.602405916786950,3980.044711300578456
6815,61021DD02200,Seaside,346.173245831546012,6110.003453496208749
6816,61021DD02300,Seaside,372.488030411583850,6770.760499383952265
6817,61021DD02500,Seaside,472.723274770899707,13470.117236372896514
6818,61021DD02600,Seaside,299.998603342574313,4999.925889389296572
6819,61021DD02700,Seaside,300.000602325282443,5000.028568451057254
6820,61021DD02800,Seaside,300.001569363250269,5000.051771914883830
6821,61021DD02900,Seaside,400.001103820898550,10000.000207298542591
6822,61021DD03000,Seaside,300.000537485822406,5000.006836174581622
6823,61021DD03001,Seaside,300.004665044063415,5000.188777272889638
6824,61021DD03002,Seaside,299.999635261228605,4999.947260226503204
6825,61021DD03003,Seaside,299.997571484698710,4999.901851691837692
6826,61021DD03004,Seaside,300.000602310869397,5000.028405715720510
6827,61021DD03200,Seaside,350.002852014924770,7500.092986482773085
6828,61021DD03300,Seaside,249.999254848410459,2499.925128131619203
6829,61021DD03401,Seaside,400.000071961841684,9999.979420159006622
6830,61021DD03500,Seaside,300.000602295493138,5000.028404958979991
6831,61021DD03600,Seaside,299.999570429293328,4999.977621997207279
6832,61021DD03700,Seaside,299.999570413917013,4999.977621216326952
6833,61021DD03800,Seaside,299.998538542068843,4999.951014943286282
6834,61021DD03801,Seaside,500.000638269708531,15000.035216564692746
6835,61021DD03900,Seaside,250.000351540012474,2500.015012563076198
6836,61021DD04000,Seaside,549.999921963570955,17500.006025209553627
6837,61021DD04100,Seaside,799.999241636583179,39999.999121110231499
6838,61021DD04200,Seaside,1139.998909981721226,76499.834499819917255
6839,61021DD04400,Seaside,300.000602295493309,5000.028405319238118
6840,61021DD04500,Seaside,299.999570414882896,4999.977621264614754
6841,61021DD04600,Seaside,299.999570429293328,4999.977621997207279
6842,61021DD04700,Seaside,355.820760332704594,7584.714718500807066
6843,61021DD04800,Seaside,327.353619701281673,6175.967860476713213
6844,61021DD04900,Seaside,300.000667111181599,5000.030025114082491
6845,61021DD04901,Seaside,299.999635249078494,4999.979242500497094
6846,61021DD05000,Seaside,299.999700088200825,4999.980862955470002
6847,61021DD05100,Seaside,299.999700075330793,5000.005037063451709
6848,61021DD05200,Seaside,299.998797898154351,4999.958307433914342
6849,61021DD05300,Seaside,396.166517763723505,9738.809736870454799
6850,61021DD05400,Seaside,293.882838839700639,4983.908607152543482
6851,61021DD05500,Seaside,332.869891374372173,5681.358658318253219
6852,61021DD05600,Seaside,400.000201576626296,10000.059241527800623
6853,61021DD05700,Seaside,400.000201591997154,10000.060052065678974
6854,61021DD05800,Seaside,300.001699027220866,5000.056634657341419
6855,61021DD05801,Seaside,300.000667125591804,5000.030025462263438
6856,61021DD05802,Seaside,332.053853589405037,6398.547266080729059
6857,61021DD05900,Seaside,513.883193399802167,15474.535576774893343
6858,61021DD06100,Seaside,400.000136746208966,9999.956862960076251
6859,61021DD06200,Seaside,800.000208703374255,40000.022486912923341
6860,61021DD06300,Seaside,1089.997692163179181,71499.793860659818165
6861,61021DD06400,Seaside,450.002386456712998,5000.229922008503308
6862,61021DD06500,Seaside,300.000602281082934,5000.028404610792677
6863,61021DD06600,Seaside,299.999570428327388,4999.977621948920387
6864,61021DD06700,Seaside,323.051273570736100,5971.729153396368019
6865,61021DD06800,Seaside,359.826871491935833,7812.227308719657231
6866,61021DD06900,Seaside,360.001265258544379,7700.093329242322397
6867,61021DD07000,Seaside,471.327133122566295,9741.542422741333212
6868,61021DD07100,Seaside,617.054795891193407,20682.690011245394999
6869,61021DD07300,Seaside,300.001634207435359,5000.053392650773276
6870,61021DD07301,Seaside,320.001167212993039,5500.105002692684138
6871,61021DD07302,Seaside,300.000667126558028,5000.030025870823010
6872,61021DD07400,Seaside,305.396845809650415,5089.499457331563463
6873,61021DD07500,Seaside,306.346491050833208,5133.331834608013196
6874,61021DD07501,Seaside,333.398134011773152,6669.913906937232241
6875,61021DD07502,Seaside,300.000602310869454,5000.028405715720510
6876,61021DD07503,Seaside,300.000586128744828,5000.040064013174742
6877,61021DD07600,Seaside,392.141769062481899,9337.981973178777480
6878,61021DD07700,Seaside,300.000396585621615,5000.021548785479354
6879,61021DD07800,Seaside,300.000396555833561,5000.021547656835537
6880,61021DD07900,Seaside,400.000893067175582,9999.993899214965495
6881,61021DD08000,Seaside,498.511214178865885,15236.832264667496929
6882,61021DD08100,Seaside,397.958899141021845,9770.763081724433505
6883,61021DD08200,Seaside,276.060592670597146,4400.478190570345760
6884,61021DD08300,Seaside,300.000396575125819,5000.036464573074227
6885,61021DD08400,Seaside,300.000396571191231,5000.021548052379330
6886,61021DD08401,Seaside,300.000396600051545,5000.021549134636189
6887,61021DD08500,Seaside,325.394840353925417,5994.830722604849143
6888,61021DD08501,Seaside,299.999428203170623,4999.972351185780099
6889,61021DD08700,Seaside,560.932167997775650,12686.381488170316516
6890,61021DD08900,Seaside,848.480146429060028,31635.497928179785958
6891,61021DD09000,Seaside,470.821727074658440,8326.031074215403351
6892,61021DD09100,Seaside,177.299546389483567,1030.216348863272287
6893,61021DD09102,Seaside,413.278592776305004,9889.368379439623823
6894,61021DD09200,Seaside,448.338563648937566,11587.193275561874543
6895,61021DD09400,Seaside,748.524783125021372,29915.673071346969664
6896,61021DD09700,Seaside,335.126302817305259,6111.118510495315604
6897,61021DD09800,Seaside,313.385749644168754,5560.256209549867890
6898,61021DD09900,Seaside,308.237704012117888,5036.164319317077570
6901,610220000304,Seaside,400.905206146845103,7310.133537777854144
6902,610220000305,Seaside,2674.267639257819155,393428.668760319065768
6903,610220000500,Seaside,2953.018725440560956,272699.882835881086066
6904,610220000600,Seaside,2019.399002013887866,233804.702515468816273
6905,610220000701,Seaside,1135.701996008037895,70220.988703394352342
6906,610220000702,Seaside,3347.880550176778797,288498.557221382798161
6907,610220000900,Seaside,14227.890638665989172,5408540.871697966940701
6908,610220002103,Seaside,4785.746586659906825,1420793.147239571670070
6911,61022AB00100,Seaside,417.303957545444291,10576.216814514938960
6912,61022AB00200,Seaside,408.271071884509468,10096.942979617133460
6913,61022AB00300,Seaside,532.516459633109093,13062.085352687508930
6914,61022AB00400,Seaside,648.692975109506847,23241.872113078698021
6915,61022AB00500,Seaside,473.178503101543242,12407.799803656565928
6916,61022AB00600,Seaside,498.101798516164365,12430.646195987636020
6917,61022AB00700,Seaside,410.000741540654928,10200.025377330428455
6918,61022AB00800,Seaside,409.998828987174875,10199.927359226225235
6919,61022AB00900,Seaside,409.788988297990841,10187.356875341760315
6920,61022AB01000,Seaside,703.441745138361966,17154.021751849133580
6921,61022AB01001,Seaside,415.240942556383175,10450.399190384141548
6922,61022AB01100,Seaside,441.775860490847435,9021.098487685065265
6923,61022AB01200,Seaside,378.559737433166674,7551.390302571348911
6924,61022AB01300,Seaside,431.955783832579357,10562.621139860806579
6925,61022AB01400,Seaside,373.018182765883580,7071.523652720326027
6926,61022AB01500,Seaside,362.372448898749099,7724.603456517556879
6927,61022AB01600,Seaside,698.261944147891427,16189.584882823657608
6928,61022AB01700,Seaside,635.706412111911277,14320.846120455980781
6929,61022AB01800,Seaside,1461.204914837298702,39818.724549723236123
6930,61022AB01900,Seaside,421.003133964656513,10330.312263338379125
6931,61022AB02000,Seaside,392.077322965062876,9292.862443669246204
6932,61022AB02100,Seaside,437.467765193840137,11641.851969065904996
6933,61022AB02200,Seaside,517.797991717500167,13062.698167176877178
6934,61022AB02300,Seaside,618.193007853896120,20183.847714245584939
6935,61022AB02400,Seaside,465.776189534442381,13593.586030459910035
6936,61022AB02500,Seaside,508.568428789362997,13541.810865435154483
6937,61022AB02600,Seaside,699.660142633400369,18334.589403763166047
6938,61022AB02700,Seaside,899.736739312236750,33102.154136983343051
6939,61022AB02800,Seaside,569.144734915509048,21234.094101659040462
6940,61022AB02900,Seaside,389.256899026896861,8738.734624481927312
6941,61022AB03000,Seaside,408.263028987541134,9626.721477261680775
6942,61022AB03100,Seaside,363.543598249470108,7752.186040658504680
6943,61022AB03200,Seaside,705.238092135699389,10739.876469805447414
6944,61022AB03300,Seaside,494.695802054894898,13208.942170044618251
6945,61022AB03400,Seaside,412.197641448064701,9778.963531579162009
6946,61022AB03500,Seaside,352.712025901535867,7227.781322236268352
6947,61022AB03600,Seaside,361.662062784804050,7281.106088791762886
6948,61022AB03700,Seaside,360.960094861971356,7363.453288860458997
6949,61022AB03800,Seaside,348.411498321564977,7359.325299396753508
6950,61022AB03900,Seaside,399.596817153032987,8203.692009607035288
6951,61022AB04000,Seaside,427.250385114180460,9415.968403262948414
6952,61022AB04100,Seaside,364.380084664119465,6695.800215005848258
6953,61022AB04200,Seaside,374.116783164896276,8665.924820437910967
6954,61022AB04300,Seaside,336.362730816219312,7022.830918861275677
6955,61022AB04400,Seaside,374.500837277020025,9198.071517505799420
6956,61022AB04500,Seaside,334.022364843249022,6103.110978681106644
6957,61022AB04600,Seaside,491.453116423209622,15412.211360234536187
6958,61022AB04800,Seaside,332.029681712466072,6412.103193159536204
6959,61022AB04801,Seaside,387.330308498961813,9737.226830025110758
6960,61022AB05000,Seaside,579.802822333730887,10850.065208254924073
6961,61022AB05100,Seaside,369.173627809860932,8862.260702727753596
6962,61022AB05200,Seaside,417.168090490566897,8840.379679297806433
6963,61022AB05300,Seaside,401.621851721245775,7130.883848657122144
6964,61022AB05400,Seaside,337.539725406991522,6525.990984409639168
6965,61022AB05500,Seaside,338.544376718859439,6503.579398873336686
6966,61022AB05600,Seaside,346.137323067574698,6798.475607192054667
6967,61022AB05700,Seaside,376.812288407463257,8282.382227691092339
6968,61022AB05800,Seaside,374.501817695616865,7525.211969428917655
6969,61022AB05900,Seaside,357.583895365180013,6515.114830379349769
6970,61022AB06000,Seaside,437.226697346406695,10764.886818161368865
6971,61022AB06100,Seaside,601.890948140812952,12658.120086973498474
6972,61022AB06200,Seaside,460.294892420393353,11333.718194989713083
6973,61022AB06300,Seaside,564.619593663495266,17169.939919237625872
6974,61022AB06400,Seaside,527.701699557560801,6843.466107667062715
6975,61022AB06500,Seaside,1258.019832963590943,41713.060019335534889
6976,61022AB06600,Seaside,352.420415089814810,7842.872500849099197
6977,61022AB06700,Seaside,381.908715280542992,8164.226883077921229
6978,61022AB06800,Seaside,401.122696235329784,8524.550344004584986
6979,61022AB06900,Seaside,442.709534945151404,9237.312189712209147
6980,61022AB07000,Seaside,435.468303472898981,9742.726181723886839
6981,61022AB07100,Seaside,377.931894660835724,7720.887547972114589
6982,61022AB07200,Seaside,414.254934503975278,8628.663139160938954
6983,61022AB07300,Seaside,431.723777719531199,9338.948858631403709
6984,61022AB07400,Seaside,431.674503673451568,9209.455086178037163
6985,61022AB07500,Seaside,424.183549582624551,9246.887514674524937
6986,61022AB07600,Seaside,380.684430812336018,8040.140269418222488
6987,61022AB07700,Seaside,396.459079597694426,8915.207376028743965
6988,61022AB07800,Seaside,222.025209496661574,1694.030440460851423
6989,61022AB07900,Seaside,282.274698646572062,2725.281601105730715
6990,61022AB08000,Seaside,512.967447535406677,14910.242055069673370
6991,61022AB08100,Seaside,2900.816167199019219,288203.365808753529564
6993,61022AC00100,Seaside,577.958563926989882,20164.922209465072228
6994,61022AC00200,Seaside,511.928251943853638,15525.516891312654479
6995,61022AC00300,Seaside,479.982340319961793,13928.482552307037622
6996,61022AC00400,Seaside,448.014894466801479,12329.952595200094947
6997,61022AC00600,Seaside,433.082730107593193,11653.938302996339189
6998,61022AC00700,Seaside,434.832158930657840,11741.405918603975806
6999,61022AC00800,Seaside,436.581523034873214,11828.873244711528969
7000,61022AC00900,Seaside,438.331138560325883,11916.375687061710778
7001,61022AC01000,Seaside,440.082107624771595,12003.911475889901340
7002,61022AC01100,Seaside,390.000688236936185,9500.033279344454058
7003,61022AC01200,Seaside,479.999681377528702,13999.983617486612275
7004,61022AC01300,Seaside,480.000713172961582,14000.045364007033641
7005,61022AC01400,Seaside,480.000648542421629,14000.051885280710849
7006,61022AC01500,Seaside,469.998496527857412,13299.933878518490019
7007,61022AC01600,Seaside,459.999245975503811,12599.967234670997641
7008,61022AC01700,Seaside,379.999503365325495,8999.951141677169289
7009,61022AC01800,Seaside,390.000688235973030,9500.033279296299952
7010,61022AC01900,Seaside,479.999681398835094,13999.936062729342666
7011,61022AC02000,Seaside,480.000713172961582,14000.045364007033641
7012,61022AC02100,Seaside,479.999681377528645,13999.983617486610456
7013,61022AC02200,Seaside,469.999463689558183,13299.957330566017845
7014,61022AC02300,Seaside,420.097745593929176,11213.587326542921801
7015,61022AC02400,Seaside,439.292059569722028,11874.784670235434533
7016,61022AC02500,Seaside,456.292015492527810,12724.773744257036014
7017,61022AC02600,Seaside,473.289466511435023,13574.533007997422828
7018,61022AC02700,Seaside,471.856870343146511,13574.723970673509029
7019,61022AC02800,Seaside,464.452391061810772,13338.812796129688650
7020,61022AC02900,Seaside,427.414689514301131,11260.873348753770188
7021,61022AC03000,Seaside,413.283472904292410,11056.305201596769621
7022,61022AC03100,Seaside,738.079859865554909,27384.169047377876268
7023,61022AC03200,Seaside,260.236380227808468,3197.186888678140349
7024,61022AC03300,Seaside,428.256054644390815,11353.745968467992498
7025,61022AC03400,Seaside,426.365347447798001,11242.681770906659949
7026,61022AC03500,Seaside,424.475627809530295,11131.653730040410665
7027,61022AC03600,Seaside,422.581956525731357,11020.439598159018715
7028,61022AC03700,Seaside,420.694237223094945,10909.504386083546706
7029,61022AC03800,Seaside,418.822073422276844,10799.274886408684324
7030,61022AC03900,Seaside,421.222987024046802,10707.399620740583487
7031,61022AC04000,Seaside,540.685367979073817,12758.406355727383925
7032,61022AC04100,Seaside,379.270108433826408,9365.877969990919155
7033,61022AC04200,Seaside,479.999681380246102,13999.963709088860924
7034,61022AC04300,Seaside,479.999745996141883,13999.985797893290510
7035,61022AC04400,Seaside,390.000688251347924,9500.033280027813817
7036,61022AC04500,Seaside,379.999503393300870,8999.999500857338717
7037,61022AC04600,Seaside,380.000405906579772,9000.018918750569355
7038,61022AC04700,Seaside,379.269141270368664,9365.829934400666389
7039,61022AC04800,Seaside,480.000648557796296,14000.051885324051909
7040,61022AC04900,Seaside,479.999746013767663,14000.013446334000037
7041,61022AC05000,Seaside,389.997722112039810,9499.889889969685100
7042,61022AC05100,Seaside,518.745672453221118,16083.153003509260088
7043,61022AC05200,Seaside,609.226930923647501,22416.762709442264168
7044,61022AC05400,Seaside,470.000495470848136,13300.028828078086008
7045,61022AC05401,Seaside,530.000834499874827,17500.065488008534885
7046,61022AC05500,Seaside,460.000277789714573,12600.011404013692299
7047,61022AC05600,Seaside,480.000713180074058,14000.025802164636843
7048,61022AC05700,Seaside,480.000713172961582,14000.045364007033641
7049,61022AC05800,Seaside,479.999681395959215,13999.960403285895154
7050,61022AC05900,Seaside,479.999746010703689,13999.965971305207859
7051,61022AC06000,Seaside,470.000495470848023,13300.028828078086008
7052,61022AC06100,Seaside,379.267172522675480,9365.708779433973177
7053,61022AC06200,Seaside,480.000713172406051,14000.034318589358008
7054,61022AC06300,Seaside,479.999681399797907,13999.936062796763508
7055,61022AC06400,Seaside,390.000688235009989,9500.033279250554187
7056,61022AC06500,Seaside,380.000470545228609,8999.999662370904844
7057,61022AC06600,Seaside,379.999503372735148,8999.977012463425126
7058,61022AC06700,Seaside,379.268109467065017,9365.780439203434071
7059,61022AC06800,Seaside,480.000713172256212,14000.054147319004187
7060,61022AC06900,Seaside,480.000648543234547,14000.032057661015642
7061,61022AC07000,Seaside,390.000688220598136,9500.033278528755545
7062,61022AC07100,Seaside,480.000648542976819,14000.040839997860530
7063,61022AC07200,Seaside,480.000713171998370,14000.045363939620074
7064,61022AC07300,Seaside,479.998714230806456,13999.924781281122705
7065,61022AC07400,Seaside,479.998714214876202,13999.935825162250694
7066,61022AC07500,Seaside,469.999463688595142,13299.957330498604279
7067,61022AC07600,Seaside,649.999513573666263,25899.923602070157358
7068,61022AC07700,Seaside,479.999681380951415,13999.972491859352886
7069,61022AC07800,Seaside,480.000713171998370,14000.045363939620074
7070,61022AC07900,Seaside,480.000713172961582,14000.045364007033641
7071,61022AC08000,Seaside,479.999681384991504,14000.011185085008037
7072,61022AC08200,Seaside,536.742552041341582,14272.268154600806156
7073,61022AC08300,Seaside,506.261295083739128,15106.003859041762553
7074,61022AC08400,Seaside,498.571377671777327,14927.815655077796691
7075,61022AC08500,Seaside,495.184199191568496,14758.456346799961466
7076,61022AC08600,Seaside,491.794015334135452,14588.900097363894020
7077,61022AC08700,Seaside,468.575884424265496,12985.289970792266104
7078,61022AC08800,Seaside,485.358631214764500,14267.176385031711106
7079,61022AC08900,Seaside,481.970510444540423,14097.770596331345587
7080,61022AC09000,Seaside,478.581269429195117,13928.287469121582035
7081,61022AC09100,Seaside,475.193857560652305,13758.928086257079485
7082,61022AC09200,Seaside,471.805953996333528,13589.523022328519801
7084,61022BA00100,Seaside,460.917112995573348,10956.988249901125528
7085,61022BA00103,Seaside,485.218939002701404,14618.405815680802334
7086,61022BA00104,Seaside,1361.293215040944688,82216.803402145436849
7087,61022BA00200,Seaside,2150.786065551180855,257849.799712290812749
7088,61022BA00201,Seaside,324.389187080405236,6216.376797342663849
7089,61022BA00202,Seaside,275.141467740000394,3759.540702890357352
7090,61022BA00300,Seaside,1578.598862367493439,68828.342665566422511
7091,61022BA00400,Seaside,633.227320432567012,23939.631572757447429
7092,61022BA00500,Seaside,1888.616422859019394,114987.574166479884298
7093,61022BA00600,Seaside,336.553747633276259,6763.345987944770968
7094,61022BA00601,Seaside,540.742497988990749,17366.152419011021266
7095,61022BA00602,Seaside,649.017640011252752,19624.993827928097744
7096,61022BA00603,Seaside,458.355242320604020,3044.166780002252381
7097,61022BA00700,Seaside,1725.665802237573644,157140.599918127845740
7098,61022BA00800,Seaside,448.812565469514539,11133.288821565132821
7099,61022BA00802,Seaside,454.871060659898887,11586.983149050593056
7100,61022BA00900,Seaside,1506.259264640349102,100284.490778727020370
7101,61022BA01000,Seaside,1059.990577881814033,62378.393366562493611
7102,61022BA01001,Seaside,921.415791478906840,49613.553971927765815
7105,61022BB00100,Seaside,305.183984194624486,5072.281589763814736
7106,61022BB00101,Seaside,300.001855964030028,5000.061865410771134
7107,61022BB00200,Seaside,300.001855993821437,5000.061866900351561
7108,61022BB00201,Seaside,300.000883393079619,5000.012559810849780
7109,61022BB00300,Seaside,337.996762535533151,6242.804787776382000
7110,61022BB00500,Seaside,444.043041457925938,12014.982305288895077
7111,61022BB00600,Seaside,299.999856692354342,5000.011883309486620
7112,61022BB00700,Seaside,350.000193113360581,7500.019179456537131
7113,61022BB00701,Seaside,409.315888592041006,10305.212209260693271
7114,61022BB00800,Seaside,618.586974275481225,16159.633822482765027
7115,61022BB00900,Seaside,299.999856722145751,5000.011884799051586
7116,61022BB01000,Seaside,299.999856692354342,5000.011883309486620
7117,61022BB01100,Seaside,299.997857464969911,4999.911921948697454
7118,61022BB01101,Seaside,343.157636422346741,6971.012024703701172
7119,61022BB01300,Seaside,331.333276124723682,6335.952478076598709
7120,61022BB01301,Seaside,352.541255426715566,7583.505899589202272
7121,61022BB01400,Seaside,300.001855934238620,5000.061864665981375
7122,61022BB01500,Seaside,350.003164932240963,7500.105293998755769
7123,61022BB01600,Seaside,350.001165660587674,7500.005329311302376
7124,61022BB01700,Seaside,350.001152122077713,7500.042646705848711
7125,61022BB01800,Seaside,250.000533491824001,2499.980782205901505
7126,61022BB01900,Seaside,400.002474608776254,10000.123730821542267
7127,61022BB02000,Seaside,321.588404991891139,5722.538769607911490
7128,61022BB02100,Seaside,436.073881296249226,11704.012840023535318
7129,61022BB02200,Seaside,299.999856722153083,4999.961902697767073
7130,61022BB02201,Seaside,300.001855964030028,5000.061865410771134
7131,61022BB02300,Seaside,300.001855964030028,5000.061865410771134
7132,61022BB02400,Seaside,320.000229100837771,6000.001702031611785
7133,61022BB02500,Seaside,379.999130442779858,8999.960331726790173
7134,61022BB02600,Seaside,299.999856692354342,5000.011883309486620
7135,61022BB02700,Seaside,299.998884151465916,4999.962579699132220
7136,61022BB02800,Seaside,299.998884121674450,4999.962578209568164
7137,61022BB02900,Seaside,442.891580843851727,11957.337993908586213
7138,61022BB03000,Seaside,563.186949570894399,19408.799308082281641
7139,61022BB03100,Seaside,390.600070268116895,7265.032158416800485
7140,61022BB03200,Seaside,390.601042834236125,7265.063982970250436
7141,61022BB03300,Seaside,490.599662212712360,9530.044510929616081
7142,61022BB03301,Seaside,299.997857450477397,4999.911921596471075
7143,61022BB03400,Seaside,390.601042833938607,7265.059439069728796
7144,61022BB03500,Seaside,690.600899595585474,18560.070910263326368
7145,61022BB03600,Seaside,309.999502469932793,5250.019365307834960
7146,61022BB03700,Seaside,309.999502484425250,5249.989783662967966
7147,61022BB03800,Seaside,565.100666307319784,19188.927030925628060
7148,61022BB04700,Seaside,1908.340253740829212,212285.768296464812011
7149,61022BB04800,Seaside,3050.105863095255245,381211.689884845342021
7150,61022BB04801,Seaside,624.240377025678868,21436.484235509549762
7151,61022BB04802,Seaside,238.659171744338977,1932.957061670309486
7152,61022BB04900,Seaside,672.043768207821927,20878.481009303784958
7153,61022BB05000,Seaside,1272.524635919687853,50634.488218267579214
7154,61022BB05001,Seaside,1234.923591698287510,12401.846975073671274
7155,61022BB05101,Seaside,5146.793478617073561,539162.739287605043501
7156,61022BB05200,Seaside,363.305109898621424,4492.128616612902078
7157,61022BB05201,Seaside,1225.801323910134670,16766.862154553859000
7158,61022BB05203,Seaside,236.537928826801021,1452.445024362339154
